state,county,tract,pop_tot,num_hh_tot,num_hh_1p,num_hh_2p,num_hh_3p,num_hh_4p,num_hh_5p,num_hh_6p,num_hh_7plus,geoid,usps,aland,awater,aland_sqmi,awater_sqmi,intptlat,intptlong
42,003,980700,0,0,0,0,0,0,0,0,0,42003980700,PA,620570,458389,0.24,0.177,40.4367678,-80.010544
42,003,980800,0,0,0,0,0,0,0,0,0,42003980800,PA,346128,164858,0.134,0.064,40.4342391,-79.9687916
42,003,981000,0,0,0,0,0,0,0,0,0,42003981000,PA,1378817,0,0.532,0.0,40.4731036,-79.9488079
42,003,981100,0,0,0,0,0,0,0,0,0,42003981100,PA,875989,0,0.338,0.0,40.4420377,-79.9063256
42,003,170600,1718,802,331,256,119,49,34,13,0,42003170600,PA,843557,0,0.326,0.0,40.4226625,-79.9847279
42,003,499400,2625,1253,501,418,203,66,49,0,16,42003499400,PA,2036887,206323,0.786,0.08,40.3185685,-79.880932
42,003,981200,0,0,0,0,0,0,0,0,0,42003981200,PA,460279,156913,0.178,0.061,40.4464628,-80.0119581
42,003,981800,207,0,0,0,0,0,0,0,0,42003981800,PA,1822888,310071,0.704,0.12,40.4774936,-79.896498
42,003,982200,4618,8,0,4,4,0,0,0,0,42003982200,PA,505672,0,0.195,0.0,40.4444879,-79.9547652
42,003,980900,1313,0,0,0,0,0,0,0,0,42003980900,PA,1463997,854869,0.565,0.33,40.4716746,-80.0433505
42,003,561600,2090,957,405,276,103,96,27,50,0,42003561600,PA,1573380,0,0.607,0.0,40.4148406,-79.9663509
42,003,561700,802,289,69,58,109,14,28,11,0,42003561700,PA,1072680,0,0.414,0.0,40.4093207,-79.9740067
42,003,562000,2858,1936,1423,331,105,54,23,0,0,42003562000,PA,586698,0,0.227,0.0,40.4518353,-79.9538982
42,003,562300,2914,1301,577,413,157,109,45,0,0,42003562300,PA,3116962,276270,1.203,0.107,40.4078931,-79.930582
42,003,562400,2723,1201,438,287,325,36,100,15,0,42003562400,PA,1891902,0,0.73,0.0,40.4127137,-80.0024323
42,003,562800,1528,749,328,261,72,40,30,18,0,42003562800,PA,1775036,0,0.685,0.0,40.4226958,-80.0713579
42,003,562900,1813,770,257,257,164,40,21,0,31,42003562900,PA,6765375,606243,2.612,0.234,40.4080909,-79.9478036
42,003,562700,1877,1296,849,393,21,33,0,0,0,42003562700,PA,910662,5234,0.352,0.002,40.4533625,-80.011502
42,003,462600,3355,1432,475,443,359,63,65,0,27,42003462600,PA,1086094,0,0.419,0.0,40.4740463,-80.0749617
42,003,469000,4885,2130,498,974,386,130,114,28,0,42003469000,PA,5375269,0,2.075,0.0,40.417056,-80.0543165
42,003,474101,3742,1319,208,450,220,278,138,16,9,42003474101,PA,4058878,0,1.567,0.0,40.3562215,-80.0754162
42,003,475304,5442,2200,602,695,380,458,65,0,0,42003475304,PA,4272025,0,1.649,0.0,40.2992282,-80.0483554
42,003,475401,3931,1649,441,661,221,195,104,26,1,42003475401,PA,5916214,0,2.284,0.0,40.3403438,-80.0147544
42,003,476100,5134,2457,1071,700,360,189,116,21,0,42003476100,PA,2418577,0,0.934,0.0,40.3676066,-80.0229544
42,003,480400,4486,1957,566,792,261,234,57,47,0,42003480400,PA,5021212,0,1.939,0.0,40.3803719,-79.9524566
42,003,483800,3170,1359,519,402,205,179,17,11,26,42003483800,PA,1490496,177485,0.575,0.069,40.4072778,-79.9098942
42,003,550900,1866,736,298,220,56,62,94,0,6,42003550900,PA,989679,0,0.382,0.0,40.3484399,-79.8518334
42,003,516200,1668,828,363,280,77,68,34,0,6,42003516200,PA,808017,0,0.312,0.0,40.4316302,-79.8798748
42,003,521100,4256,1704,384,675,276,299,61,9,0,42003521100,PA,4694541,0,1.813,0.0,40.4513663,-79.7767833
42,003,523200,4195,1740,528,447,474,250,11,24,6,42003523200,PA,3220292,0,1.243,0.0,40.4626132,-79.8533692
42,003,552100,1500,457,222,62,61,104,2,6,0,42003552100,PA,692579,86245,0.267,0.033,40.3450536,-79.8633846
42,003,560500,2406,1310,531,586,134,33,13,13,0,42003560500,PA,464658,0,0.179,0.0,40.437774,-79.8912723
42,003,260900,1698,574,174,100,177,25,32,56,10,42003260900,PA,812802,0,0.314,0.0,40.4776336,-80.0025962
42,003,241200,721,386,188,120,59,3,12,4,0,42003241200,PA,690707,0,0.267,0.0,40.4724618,-79.9867715
42,003,250300,1154,572,199,257,80,23,13,0,0,42003250300,PA,242446,0,0.094,0.0,40.4584888,-80.0120309
42,003,250900,1026,592,251,267,70,4,0,0,0,42003250900,PA,643639,0,0.249,0.0,40.462813,-80.0042758
42,003,261200,1019,481,217,130,74,37,0,5,18,42003261200,PA,1054085,0,0.407,0.0,40.4922379,-80.0081098
42,003,412002,5125,1874,306,681,357,364,116,39,11,42003412002,PA,12552986,0,4.847,0.0,40.5711403,-80.0868328
42,003,413500,6809,3012,1276,910,394,358,58,0,16,42003413500,PA,8717230,54875,3.366,0.021,40.5810921,-80.0065189
42,003,417100,2041,942,311,368,129,85,39,10,0,42003417100,PA,1098642,0,0.424,0.0,40.5441473,-79.7844339
42,003,563000,2918,1306,316,697,187,71,10,25,0,42003563000,PA,3946819,0,1.524,0.0,40.4528805,-80.0809083
42,003,563100,3524,1676,671,565,209,119,75,37,0,42003563100,PA,2715485,0,1.048,0.0,40.4309293,-80.0437179
42,003,562500,2417,1085,452,248,229,52,104,0,0,42003562500,PA,2019894,225010,0.78,0.087,40.4580392,-80.0523248
42,003,562600,2520,1056,378,314,187,86,30,13,48,42003562600,PA,2092796,187348,0.808,0.072,40.4432151,-80.037072
42,003,563200,2088,1447,992,359,72,16,8,0,0,42003563200,PA,925194,138471,0.357,0.053,40.4527435,-79.9996928
42,003,563300,1432,544,110,216,70,83,52,9,4,42003563300,PA,25364139,0,9.793,0.0,40.561627,-80.1463188
42,003,563800,3853,1727,702,584,194,160,66,21,0,42003563800,PA,15279504,1084443,5.899,0.419,40.5220767,-80.1274575
42,003,563900,4004,1928,790,622,289,147,70,3,7,42003563900,PA,1895016,0,0.732,0.0,40.4176732,-79.8445632
42,003,564000,6590,2541,700,768,336,503,174,39,21,42003564000,PA,42754378,0,16.508,0.0,40.4128926,-80.2402403
42,003,564100,883,368,66,192,41,51,8,7,3,42003564100,PA,2577229,0,0.995,0.0,40.4277119,-80.0866254
42,003,564200,2091,1015,353,439,99,96,12,16,0,42003564200,PA,14041346,359489,5.421,0.139,40.3325523,-79.7909263
42,003,492900,2109,1026,401,304,241,68,12,0,0,42003492900,PA,1667543,0,0.644,0.0,40.2879979,-79.893836
42,003,515100,2769,1303,507,416,244,102,0,34,0,42003515100,PA,1091700,0,0.422,0.0,40.4182577,-79.8785617
42,003,521401,3007,1279,319,628,147,138,47,0,0,42003521401,PA,7324096,0,2.828,0.0,40.4247263,-79.7319516
42,003,525100,1865,944,386,356,87,84,26,5,0,42003525100,PA,1361335,0,0.526,0.0,40.5171973,-79.8292453
42,003,551200,3381,1718,810,571,164,84,89,0,0,42003551200,PA,1308013,0,0.505,0.0,40.3509099,-79.8356105
42,003,552300,1701,816,426,161,76,98,7,25,23,42003552300,PA,830981,0,0.321,0.0,40.341754,-79.8513513
42,003,560600,837,594,430,120,38,6,0,0,0,42003560600,PA,374300,0,0.145,0.0,40.4403943,-79.883811
42,003,460002,3572,1579,516,510,331,162,40,20,0,42003460002,PA,7536466,0,2.91,0.0,40.4663102,-80.1007079
42,003,474102,3732,1370,248,461,316,257,40,33,15,42003474102,PA,4784153,0,1.847,0.0,40.3402923,-80.0673479
42,003,474203,4762,1648,139,692,314,290,143,70,0,42003474203,PA,4407423,0,1.702,0.0,40.3137744,-80.079108
42,003,477100,3343,1533,493,629,152,216,43,0,0,42003477100,PA,2162236,0,0.835,0.0,40.3584869,-80.005014
42,003,485000,1148,532,201,189,90,26,7,16,3,42003485000,PA,767377,85051,0.296,0.033,40.4005097,-79.8853994
42,003,490003,3714,1518,335,598,272,232,66,15,0,42003490003,PA,7806130,0,3.014,0.0,40.3163959,-79.9918899
42,003,491101,6964,2642,514,1098,298,437,229,66,0,42003491101,PA,16635735,0,6.423,0.0,40.3008606,-79.9520402
42,003,500300,3697,1742,641,655,216,143,31,40,16,42003500300,PA,2942136,99853,1.136,0.039,40.3378687,-79.8741164
42,003,501000,1621,802,325,278,119,50,16,14,0,42003501000,PA,1258267,132000,0.486,0.051,40.3181711,-79.8308089
42,003,520002,3036,1519,709,416,214,125,20,35,0,42003520002,PA,2722528,0,1.051,0.0,40.4190841,-79.8340585
42,003,521301,4123,1963,874,660,96,264,52,0,17,42003521301,PA,7668994,0,2.961,0.0,40.4166134,-79.7633416
42,003,050600,2145,832,270,310,170,34,14,0,34,42003050600,PA,804401,6849,0.311,0.003,40.4535904,-79.9600343
42,003,170200,3725,2119,1032,648,381,54,4,0,0,42003170200,PA,1111630,279346,0.429,0.108,40.4297776,-79.9847536
42,003,402000,3175,1443,587,356,308,161,10,21,0,42003402000,PA,1324764,115337,0.511,0.045,40.6079823,-79.7400161
42,003,422000,5121,1797,177,797,243,361,148,71,0,42003422000,PA,20373338,21834,7.866,0.008,40.5259961,-79.8889028
42,003,140100,5520,946,185,359,208,136,42,16,0,42003140100,PA,1465179,0,0.566,0.0,40.4427426,-79.9373438
42,003,320400,2045,845,261,299,152,80,37,12,4,42003320400,PA,853043,0,0.329,0.0,40.384715,-79.992043
42,003,407002,6383,2824,841,1189,331,333,108,22,0,42003407002,PA,26192622,0,10.113,0.0,40.6117496,-79.8707364
42,003,411000,9053,3190,503,1136,546,619,196,151,39,42003411000,PA,40029306,0,15.455,0.0,40.6453348,-80.1100329
42,003,426300,5970,2526,654,979,353,431,90,19,0,42003426300,PA,5214992,0,2.014,0.0,40.5439544,-79.9745886
42,003,473200,2892,1463,676,459,112,159,39,18,0,42003473200,PA,729800,0,0.282,0.0,40.3814704,-80.0483236
42,003,473300,5437,2225,632,801,290,399,56,30,17,42003473300,PA,3296480,0,1.273,0.0,40.3800394,-80.0302918
42,003,473401,3574,1492,516,354,291,249,70,9,3,42003473401,PA,1527653,0,0.59,0.0,40.3718229,-80.0426207
42,003,473500,3691,1266,159,495,220,269,92,31,0,42003473500,PA,2382458,0,0.92,0.0,40.3657415,-80.0545655
42,003,473402,3417,1460,453,502,209,152,144,0,0,42003473402,PA,1772537,0,0.684,0.0,40.3591663,-80.0417413
42,003,473602,4537,1925,537,701,304,317,49,17,0,42003473602,PA,2450846,6712,0.946,0.003,40.3719637,-80.0693023
42,003,475402,2915,1191,279,476,246,87,74,21,8,42003475402,PA,3867969,0,1.493,0.0,40.3132487,-80.0227149
42,003,480101,5431,2234,761,638,417,166,185,52,15,42003480101,PA,2295187,0,0.886,0.0,40.3411555,-79.9835041
42,003,481000,3324,1379,521,325,272,110,60,65,26,42003481000,PA,879382,0,0.34,0.0,40.4112727,-79.9856354
42,003,488300,2046,903,252,358,147,114,32,0,0,42003488300,PA,6212136,0,2.399,0.0,40.3701764,-79.8876913
42,003,488600,4755,2223,775,801,287,252,108,0,0,42003488600,PA,12621324,226531,4.873,0.087,40.3347646,-79.9160493
42,003,552200,870,438,173,156,73,14,22,0,0,42003552200,PA,804396,235833,0.311,0.091,40.3495556,-79.8755912
42,003,060500,1244,665,298,233,80,32,22,0,0,42003060500,PA,664236,0,0.256,0.0,40.4576336,-79.9662412
42,003,070300,2192,1124,504,425,133,39,23,0,0,42003070300,PA,428546,0,0.165,0.0,40.4507838,-79.935204
42,003,070600,2150,1315,647,564,76,14,14,0,0,42003070600,PA,289737,0,0.112,0.0,40.4532703,-79.9254776
42,003,080900,1911,1027,472,377,115,43,17,3,0,42003080900,PA,380225,0,0.147,0.0,40.4629898,-79.9442502
42,003,090100,1943,1139,522,494,86,37,0,0,0,42003090100,PA,672423,146361,0.26,0.057,40.4752866,-79.9616816
